model,girderName,radius,L,D,w_oh,ts,S,Nb,I,Kg,n_bm1,n_bm2,n_bm3,n_bm4,n_r1,n_r2,n_r3,n_r4,sum_RY,d-G1,d-G2,d-G3,d-G4
PG-4-L_60-Nb_7-S_90-O_33-ts_85-sk_0-R_10000,PG-4,10000,60,30.75,3.333333333,8.5,9,7,8311.41,415113,0.713,0.3,0.073,0,1.006,0.07,0.02,-0.027,0.176,0.261,0.109,0.031,0
PG-4-L_60-Nb_7-S_90-O_45-ts_85-sk_0-R_10000,PG-4,10000,60,30.75,4.5,8.5,9,7,8311.41,415113,0.757,0.292,0.057,0,1.095,0.004,0.009,-0.036,0.183,0.272,0.105,0.025,0
PG-4-L_60-Nb_7-S_120-O_10-ts_85-sk_0-R_10000,PG-4,10000,60,30.75,1,8.5,12,7,8311.41,415113,0.699,0.293,0.059,0,0.877,0.169,0.01,-0.02,0.216,0.263,0.104,0.022,0
PG-4-L_60-Nb_7-S_120-O_26-ts_85-sk_0-R_10000,PG-4,10000,60,30.75,2.666666667,8.5,12,7,8311.41,415113,0.765,0.265,0.035,0,0.987,0.081,-0.003,-0.029,0.226,0.278,0.093,0.014,0
PG-4-L_60-Nb_7-S_120-O_43-ts_85-sk_0-R_10000,PG-4,10000,60,30.75,4.333333333,8.5,12,7,8311.41,415113,0.829,0.24,0.012,0,1.096,-0.007,-0.016,-0.037,0.235,0.294,0.084,0.007,0
PG-4-L_60-Nb_7-S_120-O_60-ts_85-sk_0-R_10000,PG-4,10000,60,30.75,6,8.5,12,7,8311.41,415113,0.891,0.215,0,0,1.206,-0.095,-0.028,-0.045,0.247,0.311,0.075,0,0
PG-5-L_60-Nb_7-S_60-O_10-ts_85-sk_0-R_10000,PG-5,10000,60,33,1,8.5,6,7,5983.45,293139.8,0.497,0.327,0.178,0.076,0.734,0.238,0.094,0.034,0.108,0.257,0.164,0.091,0.041
PG-5-L_60-Nb_7-S_60-O_16-ts_85-sk_0-R_10000,PG-5,10000,60,33,1.666666667,8.5,6,7,5983.45,293139.8,0.52,0.328,0.173,0.07,0.793,0.201,0.087,0.028,0.112,0.263,0.164,0.089,0.038
PG-5-L_60-Nb_7-S_60-O_23-ts_85-sk_0-R_10000,PG-5,10000,60,33,2.333333333,8.5,6,7,5983.45,293139.8,0.543,0.33,0.168,0.064,0.853,0.163,0.081,0.022,0.117,0.27,0.163,0.086,0.035
PG-5-L_60-Nb_7-S_60-O_30-ts_85-sk_0-R_10000,PG-5,10000,60,33,3,8.5,6,7,5983.45,293139.8,0.564,0.331,0.163,0.058,0.912,0.126,0.074,0.017,0.12,0.276,0.163,0.084,0.033
PG-5-L_60-Nb_7-S_90-O_10-ts_85-sk_0-R_10000,PG-5,10000,60,33,1,8.5,9,7,5983.45,293139.8,0.594,0.323,0.124,0.026,0.809,0.208,0.053,-0.001,0.162,0.294,0.153,0.06,0.014
PG-5-L_60-Nb_7-S_90-O_21-ts_85-sk_0-R_10000,PG-5,10000,60,33,2.166666667,8.5,9,7,5983.45,293139.8,0.636,0.317,0.109,0.015,0.895,0.145,0.044,-0.01,0.169,0.306,0.148,0.054,0.009
PG-5-L_60-Nb_7-S_90-O_33-ts_85-sk_0-R_10000,PG-5,10000,60,33,3.333333333,8.5,9,7,5983.45,293139.8,0.675,0.311,0.095,0.005,0.982,0.082,0.035,-0.019,0.176,0.319,0.145,0.048,0.005
PG-5-L_60-Nb_7-S_90-O_45-ts_85-sk_0-R_10000,PG-5,10000,60,33,4.5,8.5,9,7,5983.45,293139.8,0.713,0.306,0.081,0,1.069,0.019,0.026,-0.028,0.183,0.332,0.141,0.043,0.001
PG-5-L_60-Nb_7-S_120-O_10-ts_85-sk_0-R_10000,PG-5,10000,60,33,1,8.5,12,7,5983.45,293139.8,0.671,0.302,0.076,0,0.861,0.179,0.02,-0.017,0.216,0.324,0.137,0.036,0
PG-5-L_60-Nb_7-S_120-O_26-ts_85-sk_0-R_10000,PG-5,10000,60,33,2.666666667,8.5,12,7,5983.45,293139.8,0.729,0.281,0.055,0,0.968,0.094,0.009,-0.026,0.226,0.342,0.127,0.027,0
PG-5-L_60-Nb_7-S_120-O_43-ts_85-sk_0-R_10000,PG-5,10000,60,33,4.333333333,8.5,12,7,5983.45,293139.8,0.785,0.262,0.034,0,1.075,0.009,-0.002,-0.034,0.235,0.361,0.117,0.019,0
PG-5-L_60-Nb_7-S_120-O_60-ts_85-sk_0-R_10000,PG-5,10000,60,33,6,8.5,12,7,5983.45,293139.8,0.84,0.244,0.014,0,1.182,-0.076,-0.012,-0.043,0.247,0.381,0.109,0.01,0
PG-6-L_60-Nb_7-S_60-O_10-ts_85-sk_0-R_10000,PG-6,10000,60,35.625,1,8.5,6,7,7529.04,374498.75,0.516,0.33,0.172,0.068,0.735,0.244,0.091,0.03,0.108,0.217,0.135,0.072,0.03
PG-6-L_60-Nb_7-S_60-O_16-ts_85-sk_0-R_10000,PG-6,10000,60,35.625,1.666666667,8.5,6,7,7529.04,374498.75,0.542,0.331,0.166,0.062,0.794,0.207,0.084,0.024,0.112,0.222,0.134,0.07,0.028
PG-6-L_60-Nb_7-S_60-O_23-ts_85-sk_0-R_10000,PG-6,10000,60,35.625,2.333333333,8.5,6,7,7529.04,374498.75,0.566,0.332,0.16,0.055,0.853,0.17,0.077,0.017,0.117,0.228,0.134,0.068,0.025
PG-6-L_60-Nb_7-S_60-O_30-ts_85-sk_0-R_10000,PG-6,10000,60,35.625,3,8.5,6,7,7529.04,374498.75,0.59,0.334,0.154,0.048,0.913,0.133,0.07,0.012,0.12,0.234,0.134,0.065,0.023
PG-6-L_60-Nb_7-S_90-O_10-ts_85-sk_0-R_10000,PG-6,10000,60,35.625,1,8.5,9,7,7529.04,374498.75,0.617,0.321,0.114,0.017,0.813,0.21,0.048,-0.005,0.162,0.247,0.124,0.045,0.008
PG-6-L_60-Nb_7-S_90-O_21-ts_85-sk_0-R_10000,PG-6,10000,60,35.625,2.166666667,8.5,9,7,7529.04,374498.75,0.662,0.313,0.098,0.007,0.9,0.147,0.038,-0.014,0.169,0.258,0.119,0.04,0.004
PG-6-L_60-Nb_7-S_90-O_33-ts_85-sk_0-R_10000,PG-6,10000,60,35.625,3.333333333,8.5,9,7,7529.04,374498.75,0.705,0.305,0.082,0,0.987,0.084,0.028,-0.023,0.176,0.269,0.116,0.035,0.001
PG-6-L_60-Nb_7-S_90-O_45-ts_85-sk_0-R_10000,PG-6,10000,60,35.625,4.5,8.5,9,7,7529.04,374498.75,0.747,0.297,0.067,0,1.074,0.021,0.019,-0.032,0.183,0.281,0.112,0.029,0
PG-6-L_60-Nb_7-S_120-O_10-ts_85-sk_0-R_10000,PG-6,10000,60,35.625,1,8.5,12,7,7529.04,374498.75,0.694,0.295,0.065,0,0.866,0.177,0.015,-0.019,0.216,0.272,0.109,0.025,0
PG-6-L_60-Nb_7-S_120-O_26-ts_85-sk_0-R_10000,PG-6,10000,60,35.625,2.666666667,8.5,12,7,7529.04,374498.75,0.758,0.27,0.042,0,0.974,0.092,0.003,-0.027,0.226,0.288,0.099,0.018,0
PG-6-L_60-Nb_7-S_120-O_43-ts_85-sk_0-R_10000,PG-6,10000,60,35.625,4.333333333,8.5,12,7,7529.04,374498.75,0.819,0.247,0.02,0,1.082,0.005,-0.008,-0.036,0.235,0.305,0.09,0.01,0
PG-6-L_60-Nb_7-S_120-O_60-ts_85-sk_0-R_10000,PG-6,10000,60,35.625,6,8.5,12,7,7529.04,374498.75,0.878,0.224,0.003,0,1.19,-0.081,-0.019,-0.044,0.247,0.323,0.082,0.003,0
PG-7-L_60-Nb_7-S_60-O_10-ts_85-sk_0-R_10000,PG-7,10000,60,38.25,1,8.5,6,7,9284.98,469185.46,0.533,0.333,0.166,0.061,0.737,0.249,0.088,0.025,0.108,0.185,0.113,0.058,0.023
PG-7-L_60-Nb_7-S_60-O_16-ts_85-sk_0-R_10000,PG-7,10000,60,38.25,1.666666667,8.5,6,7,9284.98,469185.46,0.561,0.333,0.159,0.054,0.796,0.212,0.08,0.019,0.112,0.19,0.112,0.056,0.021
PG-7-L_60-Nb_7-S_60-O_23-ts_85-sk_0-R_10000,PG-7,10000,60,38.25,2.333333333,8.5,6,7,9284.98,469185.46,0.587,0.333,0.152,0.047,0.855,0.176,0.073,0.013,0.117,0.195,0.111,0.054,0.019
PG-7-L_60-Nb_7-S_60-O_30-ts_85-sk_0-R_10000,PG-7,10000,60,38.25,3,8.5,6,7,9284.98,469185.46,0.613,0.334,0.145,0.04,0.915,0.139,0.066,0.006,0.12,0.2,0.111,0.051,0.016
PG-7-L_60-Nb_7-S_90-O_10-ts_85-sk_0-R_10000,PG-7,10000,60,38.25,1,8.5,9,7,9284.98,469185.46,0.636,0.318,0.104,0.01,0.817,0.211,0.043,-0.008,0.162,0.21,0.102,0.035,0.005
PG-7-L_60-Nb_7-S_90-O_21-ts_85-sk_0-R_10000,PG-7,10000,60,38.25,2.166666667,8.5,9,7,9284.98,469185.46,0.685,0.307,0.087,0,0.904,0.148,0.033,-0.017,0.169,0.22,0.097,0.03,0.001
PG-7-L_60-Nb_7-S_90-O_33-ts_85-sk_0-R_10000,PG-7,10000,60,38.25,3.333333333,8.5,9,7,9284.98,469185.46,0.731,0.297,0.07,0,0.992,0.084,0.022,-0.027,0.176,0.23,0.093,0.025,0
PG-7-L_60-Nb_7-S_90-O_45-ts_85-sk_0-R_10000,PG-7,10000,60,38.25,4.5,8.5,9,7,9284.98,469185.46,0.777,0.288,0.053,0,1.081,0.02,0.012,-0.036,0.183,0.241,0.09,0.02,0
PG-7-L_60-Nb_7-S_120-O_10-ts_85-sk_0-R_10000,PG-7,10000,60,38.25,1,8.5,12,7,9284.98,469185.46,0.715,0.288,0.055,0,0.871,0.176,0.011,-0.02,0.216,0.231,0.088,0.018,0
PG-7-L_60-Nb_7-S_120-O_26-ts_85-sk_0-R_10000,PG-7,10000,60,38.25,2.666666667,8.5,12,7,9284.98,469185.46,0.782,0.259,0.031,0,0.98,0.088,-0.001,-0.028,0.226,0.245,0.079,0.011,0
PG-7-L_60-Nb_7-S_120-O_43-ts_85-sk_0-R_10000,PG-7,10000,60,38.25,4.333333333,8.5,12,7,9284.98,469185.46,0.848,0.231,0.009,0,1.089,0.001,-0.013,-0.036,0.235,0.261,0.07,0.005,0
PG-7-L_60-Nb_7-S_120-O_60-ts_85-sk_0-R_10000,PG-7,10000,60,38.25,6,8.5,12,7,9284.98,469185.46,0.912,0.204,0,0,1.198,-0.087,-0.024,-0.045,0.247,0.277,0.062,0,0
PG-8-L_70-Nb_7-S_60-O_10-ts_85-sk_0-R_10000,PG-8,10000,70,25.375,1,8.5,6,7,5255.61,314516.73,0.46,0.319,0.187,0.089,0.73,0.226,0.103,0.042,0.127,0.453,0.305,0.182,0.091
PG-8-L_70-Nb_7-S_60-O_16-ts_85-sk_0-R_10000,PG-8,10000,70,25.375,1.666666667,8.5,6,7,5255.61,314516.73,0.481,0.321,0.183,0.084,0.788,0.189,0.097,0.036,0.131,0.461,0.304,0.178,0.086
PG-8-L_70-Nb_7-S_60-O_23-ts_85-sk_0-R_10000,PG-8,10000,70,25.375,2.333333333,8.5,6,7,5255.61,314516.73,0.501,0.324,0.179,0.079,0.846,0.152,0.091,0.031,0.136,0.469,0.303,0.174,0.082
PG-8-L_70-Nb_7-S_60-O_30-ts_85-sk_0-R_10000,PG-8,10000,70,25.375,3,8.5,6,7,5255.61,314516.73,0.52,0.326,0.176,0.074,0.904,0.114,0.085,0.026,0.14,0.477,0.303,0.17,0.077
PG-8-L_70-Nb_7-S_90-O_10-ts_85-sk_0-R_10000,PG-8,10000,70,25.375,1,8.5,9,7,5255.61,314516.73,0.554,0.325,0.142,0.041,0.797,0.207,0.064,0.005,0.19,0.51,0.287,0.13,0.04
PG-8-L_70-Nb_7-S_90-O_21-ts_85-sk_0-R_10000,PG-8,10000,70,25.375,2.166666667,8.5,9,7,5255.61,314516.73,0.59,0.323,0.13,0.031,0.881,0.147,0.056,-0.004,0.198,0.527,0.282,0.12,0.033
PG-8-L_70-Nb_7-S_90-O_33-ts_85-sk_0-R_10000,PG-8,10000,70,25.375,3.333333333,8.5,9,7,5255.61,314516.73,0.625,0.321,0.118,0.021,0.965,0.087,0.047,-0.012,0.206,0.545,0.277,0.111,0.025
PG-8-L_70-Nb_7-S_90-O_45-ts_85-sk_0-R_10000,PG-8,10000,70,25.375,4.5,8.5,9,7,5255.61,314516.73,0.659,0.319,0.107,0.011,1.05,0.026,0.039,-0.021,0.214,0.563,0.273,0.102,0.018
PG-8-L_70-Nb_7-S_120-O_10-ts_85-sk_0-R_10000,PG-8,10000,70,25.375,1,8.5,12,7,5255.61,314516.73,0.628,0.314,0.098,0.008,0.847,0.186,0.031,-0.014,0.252,0.56,0.264,0.085,0.009
PG-8-L_70-Nb_7-S_120-O_26-ts_85-sk_0-R_10000,PG-8,10000,70,25.375,2.666666667,8.5,12,7,5255.61,314516.73,0.68,0.301,0.078,0,0.951,0.105,0.02,-0.024,0.263,0.585,0.25,0.071,0
PG-8-L_70-Nb_7-S_120-O_43-ts_85-sk_0-R_10000,PG-8,10000,70,25.375,4.333333333,8.5,12,7,5255.61,314516.73,0.729,0.289,0.059,0,1.054,0.025,0.009,-0.033,0.276,0.613,0.238,0.057,0
PG-8-L_70-Nb_7-S_120-O_60-ts_85-sk_0-R_10000,PG-8,10000,70,25.375,6,8.5,12,7,5255.61,314516.73,0.777,0.278,0.04,0,1.158,-0.056,-0.002,-0.042,0.288,0.642,0.228,0.043,0
PG-9-L_70-Nb_7-S_60-O_10-ts_85-sk_0-R_10000,PG-9,10000,70,27.5,1,8.5,6,7,5406.69,320164.26,0.459,0.319,0.188,0.091,0.729,0.226,0.103,0.043,0.127,0.425,0.286,0.171,0.086
PG-9-L_70-Nb_7-S_60-O_16-ts_85-sk_0-R_10000,PG-9,10000,70,27.5,1.666666667,8.5,6,7,5406.69,320164.26,0.48,0.322,0.184,0.085,0.786,0.19,0.097,0.038,0.131,0.432,0.286,0.168,0.081
PG-9-L_70-Nb_7-S_60-O_23-ts_85-sk_0-R_10000,PG-9,10000,70,27.5,2.333333333,8.5,6,7,5406.69,320164.26,0.5,0.324,0.181,0.08,0.844,0.154,0.091,0.033,0.136,0.441,0.285,0.164,0.077
PG-9-L_70-Nb_7-S_60-O_30-ts_85-sk_0-R_10000,PG-9,10000,70,27.5,3,8.5,6,7,5406.69,320164.26,0.519,0.327,0.178,0.075,0.901,0.117,0.085,0.028,0.14,0.449,0.285,0.161,0.073
PG-9-L_70-Nb_7-S_90-O_10-ts_85-sk_0-R_10000,PG-9,10000,70,27.5,1,8.5,9,7,5406.69,320164.26,0.553,0.326,0.143,0.042,0.795,0.208,0.066,0.007,0.19,0.481,0.271,0.123,0.039
PG-9-L_70-Nb_7-S_90-O_21-ts_85-sk_0-R_10000,PG-9,10000,70,27.5,2.166666667,8.5,9,7,5406.69,320164.26,0.589,0.323,0.132,0.032,0.878,0.149,0.057,-0.002,0.198,0.497,0.267,0.114,0.031
PG-9-L_70-Nb_7-S_90-O_33-ts_85-sk_0-R_10000,PG-9,10000,70,27.5,3.333333333,8.5,9,7,5406.69,320164.26,0.624,0.322,0.12,0.022,0.962,0.089,0.049,-0.011,0.206,0.515,0.263,0.105,0.024
PG-9-L_70-Nb_7-S_90-O_45-ts_85-sk_0-R_10000,PG-9,10000,70,27.5,4.5,8.5,9,7,5406.69,320164.26,0.657,0.32,0.109,0.013,1.045,0.029,0.041,-0.019,0.214,0.533,0.259,0.097,0.017
PG-9-L_70-Nb_7-S_120-O_10-ts_85-sk_0-R_10000,PG-9,10000,70,27.5,1,8.5,12,7,5406.69,320164.26,0.629,0.314,0.099,0.008,0.845,0.186,0.033,-0.013,0.252,0.53,0.25,0.081,0.009
PG-9-L_70-Nb_7-S_120-O_26-ts_85-sk_0-R_10000,PG-9,10000,70,27.5,2.666666667,8.5,12,7,5406.69,320164.26,0.68,0.302,0.079,0,0.948,0.107,0.022,-0.023,0.263,0.555,0.238,0.068,0
PG-9-L_70-Nb_7-S_120-O_43-ts_85-sk_0-R_10000,PG-9,10000,70,27.5,4.333333333,8.5,12,7,5406.69,320164.26,0.729,0.29,0.06,0,1.05,0.028,0.011,-0.032,0.276,0.581,0.227,0.054,0
PG-9-L_70-Nb_7-S_120-O_60-ts_85-sk_0-R_10000,PG-9,10000,70,27.5,6,8.5,12,7,5406.69,320164.26,0.776,0.28,0.042,0,1.153,-0.051,0,-0.042,0.288,0.61,0.217,0.042,0
PG-10-L_70-Nb_7-S_60-O_10-ts_85-sk_0-R_10000,PG-10,10000,70,30.75,1,8.5,6,7,8311.41,415113,0.475,0.324,0.185,0.085,0.729,0.232,0.101,0.04,0.127,0.354,0.234,0.137,0.066
PG-10-L_70-Nb_7-S_60-O_16-ts_85-sk_0-R_10000,PG-10,10000,70,30.75,1.666666667,8.5,6,7,8311.41,415113,0.497,0.326,0.18,0.079,0.786,0.196,0.094,0.034,0.131,0.361,0.234,0.134,0.062
PG-10-L_70-Nb_7-S_60-O_23-ts_85-sk_0-R_10000,PG-10,10000,70,30.75,2.333333333,8.5,6,7,8311.41,415113,0.519,0.328,0.176,0.073,0.844,0.161,0.088,0.029,0.136,0.368,0.233,0.13,0.058
PG-10-L_70-Nb_7-S_60-O_30-ts_85-sk_0-R_10000,PG-10,10000,70,30.75,3,8.5,6,7,8311.41,415113,0.539,0.331,0.172,0.068,0.901,0.126,0.081,0.023,0.14,0.376,0.233,0.127,0.055
PG-10-L_70-Nb_7-S_90-O_10-ts_85-sk_0-R_10000,PG-10,10000,70,30.75,1,8.5,9,7,8311.41,415113,0.572,0.326,0.136,0.034,0.798,0.21,0.062,0.003,0.19,0.4,0.22,0.095,0.026
PG-10-L_70-Nb_7-S_90-O_21-ts_85-sk_0-R_10000,PG-10,10000,70,30.75,2.166666667,8.5,9,7,8311.41,415113,0.612,0.323,0.122,0.023,0.881,0.151,0.053,-0.006,0.198,0.415,0.215,0.087,0.02
PG-10-L_70-Nb_7-S_90-O_33-ts_85-sk_0-R_10000,PG-10,10000,70,30.75,3.333333333,8.5,9,7,8311.41,415113,0.649,0.32,0.11,0.013,0.965,0.093,0.044,-0.015,0.206,0.431,0.211,0.079,0.014
PG-10-L_70-Nb_7-S_90-O_45-ts_85-sk_0-R_10000,PG-10,10000,70,30.75,4.5,8.5,9,7,8311.41,415113,0.685,0.317,0.097,0.003,1.049,0.033,0.035,-0.023,0.214,0.447,0.208,0.072,0.008
PG-10-L_70-Nb_7-S_120-O_10-ts_85-sk_0-R_10000,PG-10,10000,70,30.75,1,8.5,12,7,8311.41,415113,0.65,0.311,0.089,0.002,0.849,0.186,0.029,-0.016,0.252,0.441,0.2,0.06,0.003
PG-10-L_70-Nb_7-S_120-O_26-ts_85-sk_0-R_10000,PG-10,10000,70,30.75,2.666666667,8.5,12,7,8311.41,415113,0.705,0.295,0.068,0,0.952,0.108,0.017,-0.025,0.263,0.463,0.189,0.048,0
PG-10-L_70-Nb_7-S_120-O_43-ts_85-sk_0-R_10000,PG-10,10000,70,30.75,4.333333333,8.5,12,7,8311.41,415113,0.758,0.281,0.047,0,1.055,0.029,0.005,-0.035,0.276,0.487,0.178,0.036,0
PG-10-L_70-Nb_7-S_120-O_60-ts_85-sk_0-R_10000,PG-10,10000,70,30.75,6,8.5,12,7,8311.41,415113,0.81,0.267,0.027,0,1.158,-0.05,-0.007,-0.044,0.288,0.512,0.168,0.025,0
PG-11-L_70-Nb_7-S_60-O_10-ts_85-sk_0-R_10000,PG-11,10000,70,33.375,1,8.5,6,7,7090.12,384307.33,0.479,0.326,0.187,0.086,0.717,0.243,0.104,0.043,0.127,0.366,0.243,0.142,0.068
PG-11-L_70-Nb_7-S_60-O_16-ts_85-sk_0-R_10000,PG-11,10000,70,33.375,1.666666667,8.5,6,7,7090.12,384307.33,0.501,0.328,0.183,0.081,0.773,0.208,0.098,0.037,0.131,0.373,0.242,0.139,0.064
PG-11-L_70-Nb_7-S_60-O_23-ts_85-sk_0-R_10000,PG-11,10000,70,33.375,2.333333333,8.5,6,7,7090.12,384307.33,0.522,0.33,0.179,0.075,0.829,0.174,0.092,0.032,0.136,0.381,0.242,0.136,0.061
PG-11-L_70-Nb_7-S_60-O_30-ts_85-sk_0-R_10000,PG-11,10000,70,33.375,3,8.5,6,7,7090.12,384307.33,0.542,0.333,0.176,0.07,0.885,0.139,0.087,0.027,0.14,0.389,0.242,0.133,0.057
PG-11-L_70-Nb_7-S_90-O_10-ts_85-sk_0-R_10000,PG-11,10000,70,33.375,1,8.5,9,7,7090.12,384307.33,0.573,0.327,0.138,0.036,0.789,0.217,0.065,0.006,0.19,0.413,0.228,0.1,0.029
PG-11-L_70-Nb_7-S_90-O_21-ts_85-sk_0-R_10000,PG-11,10000,70,33.375,2.166666667,8.5,9,7,7090.12,384307.33,0.611,0.324,0.126,0.026,0.871,0.16,0.057,-0.003,0.198,0.429,0.224,0.092,0.022
PG-11-L_70-Nb_7-S_90-O_33-ts_85-sk_0-R_10000,PG-11,10000,70,33.375,3.333333333,8.5,9,7,7090.12,384307.33,0.647,0.321,0.113,0.016,0.953,0.101,0.049,-0.012,0.206,0.446,0.22,0.084,0.016
PG-11-L_70-Nb_7-S_90-O_45-ts_85-sk_0-R_10000,PG-11,10000,70,33.375,4.5,8.5,9,7,7090.12,384307.33,0.682,0.319,0.101,0.006,1.036,0.043,0.041,-0.02,0.214,0.463,0.217,0.077,0.01
PG-11-L_70-Nb_7-S_120-O_10-ts_85-sk_0-R_10000,PG-11,10000,70,33.375,1,8.5,12,7,7090.12,384307.33,0.649,0.311,0.091,0.003,0.843,0.192,0.031,-0.014,0.252,0.456,0.208,0.064,0.004
PG-11-L_70-Nb_7-S_120-O_26-ts_85-sk_0-R_10000,PG-11,10000,70,33.375,2.666666667,8.5,12,7,7090.12,384307.33,0.703,0.296,0.071,0,0.945,0.113,0.02,-0.024,0.263,0.479,0.197,0.052,0
PG-11-L_70-Nb_7-S_120-O_43-ts_85-sk_0-R_10000,PG-11,10000,70,33.375,4.333333333,8.5,12,7,7090.12,384307.33,0.754,0.283,0.051,0,1.047,0.035,0.01,-0.033,0.276,0.504,0.187,0.04,0
PG-11-L_70-Nb_7-S_120-O_60-ts_85-sk_0-R_10000,PG-11,10000,70,33.375,6,8.5,12,7,7090.12,384307.33,0.805,0.27,0.032,0,1.149,-0.044,0,-0.043,0.288,0.531,0.177,0.029,0
PG-12-L_70-Nb_7-S_60-O_10-ts_85-sk_0-R_10000,PG-12,10000,70,35.75,1,8.5,6,7,7955.9,408874.93,0.484,0.327,0.187,0.086,0.714,0.247,0.105,0.043,0.127,0.345,0.229,0.133,0.063
PG-12-L_70-Nb_7-S_60-O_16-ts_85-sk_0-R_10000,PG-12,10000,70,35.75,1.666666667,8.5,6,7,7955.9,408874.93,0.506,0.329,0.183,0.08,0.769,0.213,0.099,0.038,0.131,0.353,0.228,0.13,0.06
PG-12-L_70-Nb_7-S_60-O_23-ts_85-sk_0-R_10000,PG-12,10000,70,35.75,2.333333333,8.5,6,7,7955.9,408874.93,0.527,0.332,0.179,0.075,0.825,0.18,0.093,0.032,0.136,0.36,0.228,0.127,0.057
PG-12-L_70-Nb_7-S_60-O_30-ts_85-sk_0-R_10000,PG-12,10000,70,35.75,3,8.5,6,7,7955.9,408874.93,0.547,0.334,0.176,0.069,0.88,0.145,0.087,0.027,0.14,0.368,0.228,0.125,0.053
PG-12-L_70-Nb_7-S_90-O_10-ts_85-sk_0-R_10000,PG-12,10000,70,35.75,1,8.5,9,7,7955.9,408874.93,0.577,0.327,0.137,0.035,0.787,0.22,0.065,0.006,0.19,0.39,0.214,0.093,0.026
PG-12-L_70-Nb_7-S_90-O_21-ts_85-sk_0-R_10000,PG-12,10000,70,35.75,2.166666667,8.5,9,7,7955.9,408874.93,0.616,0.324,0.125,0.025,0.868,0.163,0.057,-0.003,0.198,0.406,0.21,0.085,0.02
PG-12-L_70-Nb_7-S_90-O_33-ts_85-sk_0-R_10000,PG-12,10000,70,35.75,3.333333333,8.5,9,7,7955.9,408874.93,0.652,0.321,0.112,0.015,0.95,0.105,0.049,-0.012,0.206,0.422,0.207,0.078,0.014
PG-12-L_70-Nb_7-S_90-O_45-ts_85-sk_0-R_10000,PG-12,10000,70,35.75,4.5,8.5,9,7,7955.9,408874.93,0.688,0.318,0.1,0.005,1.032,0.047,0.041,-0.02,0.214,0.438,0.203,0.071,0.008
PG-12-L_70-Nb_7-S_120-O_10-ts_85-sk_0-R_10000,PG-12,10000,70,35.75,1,8.5,12,7,7955.9,408874.93,0.654,0.31,0.09,0.003,0.841,0.193,0.031,-0.014,0.252,0.431,0.196,0.059,0.003
PG-12-L_70-Nb_7-S_120-O_26-ts_85-sk_0-R_10000,PG-12,10000,70,35.75,2.666666667,8.5,12,7,7955.9,408874.93,0.708,0.295,0.07,0,0.943,0.116,0.021,-0.024,0.263,0.454,0.185,0.048,0
PG-12-L_70-Nb_7-S_120-O_43-ts_85-sk_0-R_10000,PG-12,10000,70,35.75,4.333333333,8.5,12,7,7955.9,408874.93,0.76,0.281,0.05,0,1.044,0.038,0.01,-0.033,0.276,0.478,0.175,0.037,0
PG-12-L_70-Nb_7-S_120-O_60-ts_85-sk_0-R_10000,PG-12,10000,70,35.75,6,8.5,12,7,7955.9,408874.93,0.811,0.268,0.031,0,1.146,-0.041,0,-0.043,0.288,0.503,0.165,0.026,0
PG-13-L_70-Nb_7-S_60-O_10-ts_85-sk_0-R_10000,PG-13,10000,70,38.25,1,8.5,6,7,9284.98,469185.46,0.494,0.33,0.185,0.082,0.712,0.252,0.104,0.041,0.127,0.311,0.204,0.117,0.054
PG-13-L_70-Nb_7-S_60-O_16-ts_85-sk_0-R_10000,PG-13,10000,70,38.25,1.666666667,8.5,6,7,9284.98,469185.46,0.516,0.332,0.181,0.076,0.767,0.219,0.098,0.036,0.131,0.318,0.203,0.114,0.051
PG-13-L_70-Nb_7-S_60-O_23-ts_85-sk_0-R_10000,PG-13,10000,70,38.25,2.333333333,8.5,6,7,9284.98,469185.46,0.538,0.334,0.176,0.071,0.823,0.185,0.092,0.031,0.136,0.325,0.203,0.111,0.048
PG-13-L_70-Nb_7-S_60-O_30-ts_85-sk_0-R_10000,PG-13,10000,70,38.25,3,8.5,6,7,9284.98,469185.46,0.56,0.337,0.172,0.065,0.878,0.152,0.086,0.025,0.14,0.333,0.203,0.109,0.045
PG-13-L_70-Nb_7-S_90-O_10-ts_85-sk_0-R_10000,PG-13,10000,70,38.25,1,8.5,9,7,9284.98,469185.46,0.589,0.327,0.133,0.031,0.787,0.222,0.063,0.004,0.19,0.351,0.19,0.08,0.021
PG-13-L_70-Nb_7-S_90-O_21-ts_85-sk_0-R_10000,PG-13,10000,70,38.25,2.166666667,8.5,9,7,9284.98,469185.46,0.629,0.323,0.119,0.021,0.869,0.166,0.055,-0.005,0.198,0.366,0.186,0.073,0.015
PG-13-L_70-Nb_7-S_90-O_33-ts_85-sk_0-R_10000,PG-13,10000,70,38.25,3.333333333,8.5,9,7,9284.98,469185.46,0.667,0.319,0.106,0.01,0.95,0.109,0.047,-0.014,0.206,0.381,0.182,0.066,0.01
PG-13-L_70-Nb_7-S_90-O_45-ts_85-sk_0-R_10000,PG-13,10000,70,38.25,4.5,8.5,9,7,9284.98,469185.46,0.704,0.316,0.094,0,1.032,0.051,0.038,-0.022,0.214,0.396,0.179,0.06,0.005
PG-13-L_70-Nb_7-S_120-O_10-ts_85-sk_0-R_10000,PG-13,10000,70,38.25,1,8.5,12,7,9284.98,469185.46,0.666,0.308,0.084,0,0.843,0.194,0.029,-0.015,0.252,0.387,0.172,0.049,0.001
